Subconjunto,Numero,Nome,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,UC1_CodUC,UC1_Assiduidade,UC1_AvalParcial,UC2_CodUC,UC2_Assiduidade,UC2_AvalParcial,UC3_CodUC,UC3_Assiduidade,UC3_AvalParcial,UC4_CodUC,UC4_Assiduidade,UC4_AvalParcial,UC5_CodUC,UC5_Assiduidade,UC5_AvalParcial,UC6_CodUC,UC6_Assiduidade,UC6_AvalParcial,UC7_CodUC,UC7_Assiduidade,UC7_AvalParcial,UC8_CodUC,UC8_Assiduidade,UC8_AvalParcial
b3,3419,A3419,,PORTUGAL,Não,Não,Prescrito,Licenciatura - 1º Ciclo,29,C29,FALSO,2013,ACTIVO,RG,Ordinário,2,60,30,30,0,10,0,,,,,,,,,,20,5,46814,100,,41201,-1,,42431,50,,44645,21.43,,44354,100,,,,,,,,,,
b3,3420,A3420,,PORTUGAL,Não,Não,Em risco de prescrição (Ano seguinte),Mestrado Integrado,32,C32,FALSO,2013,ACTIVO,RG,Agente Associativo - UA,2,60,30,30,0,10,0,,,,,,,,,,30,5,41704,81.4,,46414,53.57,,46415,64.29,,47168,90.32,,42729,0,,,,,,,,,,
b3,3421,A3421,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,FALSO,2013,ACTIVO,M23,Trabalhador Estudante,2,28,30,10,12,10,0,,,,,,,,,,30,3,82416,10,,81431,7.14,,89124,0,,,,,,,,,,,,,,,,
b3,3425,A3425,,PORTUGAL,Não,Sim,Não Prescrito,Mestrado Integrado,32,C32,FALSO,2013,ACTIVO,M23,Trabalhador Estudante,2,30,30,18,0,30,354.5,,,,,,,,,,30,2,41703,100,,42729,10.71,,,,,,,,,,,,,,,,,,,
b3,3426,A3426,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2013,ACTIVO,RG,Trabalhador Estudante,2,60,30,26,22,10,0,,,,,,,,,,30,5,40338,76.92,,42729,50,,40333,76.92,,43257,80,,47166,40.48,,,,,,,,,,
b3,3427,A3427,,PORTUGAL,Não,Não,Em risco de prescrição (Ano seguinte),Licenciatura - 1º Ciclo,22,C22,FALSO,2013,ACTIVO,RG,Ordinário,2,60,30,30,18,10,0,,,,,,,,,,30,5,47259,100,,47265,100,,42729,18.52,,47211,93.1,,41703,100,,,,,,,,,,
b3,3428,A3428,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,33,C33,FALSO,2013,ACTIVO,RG,Trabalhador Estudante,2,60,30,30,6,10,0,,,,,,,,,,10,4,43711,100,,47195,100,,41793,94.12,,47169,100,,,,,,,,,,,,,
b1,3431,A3431,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,60,C60,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,30,30,18,10,0,30,01/09/2015,Indeferida,07/12/2015,,,,,,30,5,42729,63.33,,43504,100,,43153,100,,42257,97.67,,41703,40,,,,,,,,,,
b3,3434,A3434,,PORTUGAL,Não,Não,Em risco de prescrição (Ano seguinte),Mestrado Integrado,60,C60,FALSO,2014,ACTIVO,MUD-NOVCICLO,Ordinário,2,60,30,30,18,10,0,30,19/09/2015,Indeferida,23/11/2015,,,,,,10,5,42729,81.48,,43504,100,,41703,100,,42215,100,,44164,100,,,,,,,,,,
b3,3438,A3438,,PORTUGAL,Não,Não,Em risco de prescrição (Ano seguinte),Licenciatura - 1º Ciclo,31,C31,FALSO,2013,ACTIVO,RG,Ordinário,2,60,30,30,6,30,886.22,30,28/07/2015,Indeferida,26/10/2015,,,,,,20,5,43528,100,,41703,-2,,42869,100,,41236,100,,42729,70,,,,,,,,,,
b3,3441,A3441,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,50,C50,FALSO,2013,ACTIVO,RG,Dirigente Associativo Estudantil,2,56,30,30,14,10,0,,,,,,,,,,30,4,46469,71.43,,41703,100,,42729,3.57,,48109,87.5,,,,,,,,,,,,,
b3,3443,A3443,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,33,C33,FALSO,2013,ACTIVO,RG,Trabalhador Estudante,2,60,30,30,0,10,0,,,,,,,,,,20,5,47169,100,,42729,32.14,,42257,-1,,43504,-1,,47238,15.38,,,,,,,,,,
b3,3444,A3444,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,36,C36,FALSO,2014,ACTIVO,RG,Ordinário,1,60,30,30,0,10,0,,,,,,,,,,20,5,47223,91.3,,43517,7.41,,42729,-1,,47041,3.85,,42883,-2,,,,,,,,,,
b3,3446,A3446,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,20,C20,FALSO,2014,ACTIVO,RG,Trabalhador Estudante,2,60,30,20,0,30,1063.47,,,,,,,,,,20,5,46715,50,,47188,10,,47048,-1,,47013,26.67,,47018,-2,,,,,,,,,,
b1,3447,A3447,,PORTUGAL,Sim,Sim,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,TIT-CET,Trabalhador Estudante,1,26,30,12,4,10,0,,,,,,,,,,30,2,90122,18.75,,90305,0,,,,,,,,,,,,,,,,,,,
b1,3448,A3448,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,VERDADEIRO,2015,ACTIVO,TIT-CET,Ordinário,1,52,30,22,18,10,0,10,20/10/2015,Deferida,15/01/2016,1064,,,,,20,6,90242,100,,90006,-2,,90121,100,,90124,96.67,,90241,95.24,,99933,-1,,,,,,,
b1,3449,A3449,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,TIT-CET,Trabalhador Estudante,1,60,30,26,0,10,0,,,,,,,,,,20,5,40331,48.28,,40333,3.85,,43257,-2,,47171,7.5,,42729,3.33,,,,,,,,,,
b1,3451,A3451,,SÃO TOMÉ E PRÍNCIPE,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,51,C51,VERDADEIRO,2015,ACTIVO,M23,Trabalhador Estudante,1,30,30,30,0,10,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,3452,A3452,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,VERDADEIRO,2015,ACTIVO,TIT-CET,Ordinário,1,52,30,22,22,10,0,10,31/10/2015,Deferida,15/01/2016,1064,,,,,20,6,99933,-1,,90121,100,,90124,40,,90006,-2,,90241,100,,90242,100,,,,,,,
b1,3453,A3453,,SÃO TOMÉ E PRÍNCIPE,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,56,C56,VERDADEIRO,2015,ACTIVO,TIT-CET,Trabalhador Estudante,1,60,30,30,6,30,236.44,10,24/10/2015,Deferida,29/01/2016,1064,,,,,30,5,85101,31.03,,81481,3.33,,81125,57.14,,81436,100,,84116,10,,,,,,,,,,
b1,3455,A3455,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,69,C69,VERDADEIRO,2015,ACTIVO,TIT-CET,Ordinário,1,26,30,12,4,30,230.41,,,,,,,,,,30,2,90122,25,,90305,12.12,,,,,,,,,,,,,,,,,,,
b1,3457,A3457,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,72,C72,VERDADEIRO,2015,ACTIVO,TIT-CET,Trabalhador Estudante,1,28,30,22,0,30,255.23,,,,,,,,,,10,1,90121,100,,,,,,,,,,,,,,,,,,,,,,
b3,3459,A3459,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,TRA,Ordinário,2,54,30,20,14,10,0,30,13/09/2015,Indeferida,17/12/2015,,,,,,10,4,40333,100,,43257,82.14,,42729,88.89,,41413,95.24,,,,,,,,,,,,,
b3,3460,A3460,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,FALSO,2014,ACTIVO,RG,Ordinário,2,58,10,28,34,10,0,,,,,,,,,,20,5,41159,62.07,,47104,-2,,47081,100,,47205,100,,47240,89.29,,,,,,,,,,
b3,3463,A3463,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,FALSO,2014,ACTIVO,RG,Ordinário,2,60,10,30,30,10,0,,,,,,,,,,20,5,47035,82.14,,47109,92.31,,43501,100,,40394,-2,,42782,57.14,,,,,,,,,,
b3,3464,A3464,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,FALSO,2014,ACTIVO,RG,Ordinário,2,58,30,28,12,10,0,,,,,,,,,,30,5,45301,87.8,,47081,100,,47240,92.86,,41159,44.83,,47001,25,,,,,,,,,,
b3,3469,A3469,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,1,54,30,24,0,10,0,,,,,,,,,,30,4,40909,59.26,,41201,43.9,,47211,89.66,,41703,88.89,,,,,,,,,,,,,
b3,3470,A3470,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2014,ACTIVO,RG,Ordinário,1,52,30,26,14,10,0,,,,,,,,,,30,4,47166,2.44,,42729,25,,40333,92.86,,43257,78.57,,,,,,,,,,,,,
b3,3472,A3472,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,0,30,177.22,,,,,,,,,,30,5,40909,29.63,,42729,14.29,,41201,48.78,,41703,88.89,,47211,89.66,,,,,,,,,,
b3,3473,A3473,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,24,10,0,,,,,,,,,,20,5,41703,-2,,47211,89.66,,42729,83.33,,41201,83.33,,40909,81.48,,,,,,,,,,
b3,3474,A3474,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,37,C37,FALSO,2014,ACTIVO,TRA,Trabalhador Estudante,1,60,30,30,0,10,0,,,,,,,,,,20,5,43501,100,,47058,100,,47223,91.3,,47041,0,,42729,-1,,,,,,,,,,
b3,3475,A3475,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,24,10,0,,,,,,,,,,30,5,42729,39.29,,41703,91.67,,40909,26.92,,47259,100,,47211,88.89,,,,,,,,,,
b3,3476,A3476,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,44,C44,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,0,30,531.72,,,,,,,,,,20,4,47888,-1,,45118,33.33,,45156,46.67,,45207,-1,,,,,,,,,,,,,
b3,3477,A3477,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,1,60,30,30,0,10,0,,,,,,,,,,20,5,42729,17.86,,41201,48.78,,41703,-2,,47211,66.67,,40909,64.29,,,,,,,,,,
b3,3480,A3480,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,6,10,0,,,,,,,,,,30,5,47211,46.15,,41201,53.66,,41703,8.33,,40909,64.29,,42729,17.86,,,,,,,,,,
b3,3482,A3482,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,20,C20,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,20,0,10,0,,,,,,,,,,20,5,47018,-2,,47188,6.67,,47082,33.33,,47009,46.67,,47013,26.67,,,,,,,,,,
b1,3483,A3483,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,30,C30,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,28,10,0,,,,,,10,167.2,2,1,10,5,41663,100,,46724,100,,49979,100,,41667,83.33,,47068,100,,,,,,,,,,
b3,3486,A3486,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2014,ACTIVO,RG,Ordinário,1,60,30,26,6,10,0,,,,,,,,,,30,5,40338,69.23,,42729,18.52,,40333,77.78,,43257,75.86,,47166,0,,,,,,,,,,
b3,3487,A3487,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,18,10,0,30,21/08/2015,Indeferida,22/09/2015,,,,,,30,5,42729,71.43,,47166,16.28,,41549,92.86,,40436,93.1,,42532,96.3,,,,,,,,,,
b3,3489,A3489,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2014,ACTIVO,RG,Ordinário,2,58,30,34,20,30,354.47,30,30/09/2015,Indeferida,07/12/2015,,,,,,30,3,40333,50,,43343,88.89,,47166,9.3,,,,,,,,,,,,,,,,
b3,3490,A3490,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,2,54,30,28,16,10,0,30,15/08/2015,Indeferida,01/10/2015,,,,,,30,4,42729,92.59,,40333,92.31,,43257,92.86,,47171,75.86,,,,,,,,,,,,,
b3,3493,A3493,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,2,56,30,28,20,10,0,30,07/09/2015,Indeferida,26/10/2015,,,,,,30,4,47171,68.97,,40333,65.38,,43257,78.57,,41413,100,,,,,,,,,,,,,
b3,3494,A3494,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,FALSO,2014,ACTIVO,RG,Ordinário,1,54,30,30,6,10,0,,,,,,,,,,30,4,46844,13.04,,41201,39.53,,46843,14.81,,42611,96.43,,,,,,,,,,,,,
b3,3496,A3496,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,2,40,30,20,8,10,0,,,,,,,,,,30,3,40331,100,,42729,73.33,,47171,80.95,,,,,,,,,,,,,,,,
b3,3497,A3497,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,18,30,177.25,30,10/09/2015,Indeferida,26/10/2015,,,,,,30,4,40436,93.1,,40382,100,,47166,34.09,,42502,84.21,,,,,,,,,,,,,
b3,3498,A3498,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2014,ACTIVO,RG,Ordinário,1,48,30,24,18,10,0,,,,,,,,,,30,4,40436,96.55,,42729,18.52,,47166,40.91,,42502,86.84,,,,,,,,,,,,,
b3,3500,A3500,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,6,10,0,,,,,,,,,,30,4,47166,0,,41549,89.29,,42502,78.95,,40436,89.66,,,,,,,,,,,,,
b3,3501,A3501,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,1,52,30,26,24,10,0,,,,,,,,,,30,4,40333,92.86,,43257,82.14,,47171,51.85,,42729,48.15,,,,,,,,,,,,,
b3,3502,A3502,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,2,56,30,28,8,10,0,,,,,,,,,,30,4,43257,82.14,,47171,60.98,,41413,76.19,,42729,43.33,,,,,,,,,,,,,
b3,3503,A3503,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,28,0,30,1063.47,,,,,,,,,,30,5,42729,22.22,,40333,78.57,,43257,78.57,,47171,40.48,,47134,95.35,,,,,,,,,,
b1,3506,A3506,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,32,C32,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,30,30,6,10,0,,,,,,,,,,30,5,40909,92.31,,46493,80.77,,42729,86.21,,46415,55.56,,41703,83.33,,,,,,,,,,
b3,3507,A3507,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,49,C49,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,12,10,0,,,,,,,,,,30,4,47169,100,,47107,83.87,,43504,100,,47238,71.43,,,,,,,,,,,,,
b3,3508,A3508,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,,,,,,,,,,30,4,40331,79.31,,47171,46.43,,40333,88.89,,43257,75,,,,,,,,,,,,,
b3,3509,A3509,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,FALSO,2014,ACTIVO,RG,Ordinário,2,54,30,24,18,10,0,,,,,,,,,,30,5,42611,21.43,,44354,77.78,,45104,26.67,,46843,6.9,,44540,100,,,,,,,,,,
b3,3510,A3510,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,FALSO,2014,ACTIVO,RG,Agente Associativo - UA,2,60,30,30,24,10,0,,,,,,,,,,30,5,42257,100,,47079,89.74,,47199,92.5,,41703,100,,42729,68.97,,,,,,,,,,
b3,3513,A3513,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,,,,,,,,,,20,5,40333,100,,43257,-1,,47171,13.95,,42729,-1,,40331,41.38,,,,,,,,,,
b3,3514,A3514,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,26,14,10,0,,,,,,,,,,30,5,42729,40,,47166,0,,40338,53.85,,40333,61.54,,43257,75.86,,,,,,,,,,
b3,3515,A3515,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,56,C56,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,0,10,0,,,,,,,,,,20,5,81125,25,,83112,100,,81481,-1,,84116,20,,85101,89.66,,,,,,,,,,
b3,3518,A3518,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,FALSO,2014,ACTIVO,TIT-CET,Ordinário,2,62,30,36,8,10,0,,,,,,,,,,10,3,40333,100,,47171,85.71,,42548,100,,,,,,,,,,,,,,,,
b3,3520,A3520,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,36,C36,FALSO,2014,ACTIVO,RG,Ordinário,2,60,30,30,24,10,0,,,,,,,,,,30,5,47146,100,,40404,100,,47223,100,,42729,86.67,,47041,78.79,,,,,,,,,,
b3,3523,A3523,,PORTUGAL,Não,Sim,Não Prescrito,Licenciatura - 1º Ciclo,47,C47,FALSO,2014,ACTIVO,M23,Trabalhador Estudante,1,22,30,12,6,10,0,,,,,,,,,,20,2,40116,62.22,,40118,-2,,,,,,,,,,,,,,,,,,,
