Subconjunto,Numero,Nome,Sexo,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,ECTS_Inscritos1AnoNoAnoAnterior,ECTS_Feitos1AnoNoAnoAnterior,Sucesso1anoNoAnoAnterior,media,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,40379_AvalParcial,40379_TaxaAssid,40591_AvalParcial,40591_TaxaAssid,41302_AvalParcial,41302_TaxaAssid,41791_AvalParcial,41791_TaxaAssid,42709_AvalParcial,42709_TaxaAssid,42728_AvalParcial,42728_TaxaAssid
b1,3,A3,M,,PORTUGAL,Sim,Sim,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Trabalhador Estudante,1,18,,6,0,,0,0,11,24,10,0,,,,,,,,,,30,1,,,,,,,,,,0,,
b1,11,A11,M,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,FALSO,2017,ACTIVO,Reingresso,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,,,,,30,5,F,12,,,,100,,7,69,,12,,3,85
b1,93,A93,M,,PORTUGAL,Sim,Sim,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Trabalhador Estudante,1,30,,12,0,,0,0,12,30,303,84,,,,,,,,,,30,2,F,12,,,,,,,,,,30,43
b1,444,A444,M,,BRASIL,Não,Não,,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Estudante Internacional,Ordinário,1,72,,36,0,,0,0,0,30,607,72,,,,,,,,,,20,5,,-1,,75,,,,-1,,-1,,-1
b1,451,A451,F,,BRASIL,Sim,Não,,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Estudante Internacional,Ordinário,1,60,,30,0,,0,0,0,30,3142,84,,,,,,,,,,30,5,F,40,,,,100,,69,23,,28,,34,62
b1,497,A497,F,,PORTUGAL,Sim,Sim,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Trabalhador Estudante,1,30,,12,0,,0,0,11,30,56,72,,,,,,,,,,30,2,,,,,,,5,5,27,27,,,,65,22
b1,725,A725,M,,CABO VERDE,Não,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,mudança de curso por cessação de ciclo de estudos e acreditação de novo ciclo,Ordinário,1,60,,30,0,,0,0,0,30,607,68,,,,,,,,,,30,5,6,9,85,19,,,,100,1,6,76,92,,4,17,,69,57
b1,736,A736,M,,ANGOLA,Sim,Não,,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Estudante Internacional,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,,,,,30,5,11,9,88,,,,100,,76,92,,80,,69,23
b1,780,A780,M,,BRASIL,Sim,Sim,,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Estudante Internacional,Ordinário,1,30,,0,0,,0,0,0,30,75,96,,,,,,,,,,,0,,,,,,,,,,,,
b1,1086,A1086,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Cand. Especiais - Titulares de Curso Médios e Superiores,Trabalhador Estudante,1,60,,30,0,,0,0,0,10,0,30,22/09/2017,Indeferida,06/11/2017,,,,,,10,5,12,4,100,,,,100,7,9,100,,96,,80,77
b1,1855,A1855,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,164,4,1,4,30,5,14,9,96,3,,,,100,12,9,92,31,,80,,91,67
b1,2293,A2293,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,30,15/09/2017,Indeferida,20/11/2017,,10,154,1,1,10,5,8,3,88,89,,,,100,,100,,96,,87,5
b1,2297,A2297,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,168,2,1,2,10,5,11,8,96,43,,,,100,13,2,100,,84,,88,46
b1,2305,A2305,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,170,4,1,1,10,5,10,6,100,,,,100,9,7,100,,100,,88,46
b1,2309,A2309,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,173,1,2,10,5,12,9,100,,,,100,14,9,92,31,,100,,84,62
b1,2314,A2314,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,176,1,1,30,5,14,89,29,,,,100,10,84,62,,76,,76,92
b1,2315,A2315,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,169,6,1,2,30,5,8,8,96,3,,,,100,7,69,23,,80,,73,08
b1,2320,A2320,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,20,24/07/2017,Em análise,,1064,10,166,6,1,4,10,5,12,5,96,3,,,,100,5,7,100,,92,,87,5
b1,2324,A2324,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,164,6,1,1,30,5,9,3,92,,,,100,8,100,,76,,88,46
b1,2328,A2328,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,177,1,1,10,5,13,1,100,,,,100,5,4,100,,100,,91,67
b1,2329,A2329,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,20,11/08/2017,Em análise,,,10,163,4,1,5,10,5,12,1,100,,,,100,11,7,100,,96,,91,67
b1,2330,A2330,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,,,,,,10,173,2,1,1,10,5,10,5,96,43,,,,100,6,4,92,31,,88,,84,62
b1,2332,A2332,F,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,68,C68,VERDADEIRO,2017,ACTIVO,Regime Geral,Ordinário,1,60,,30,0,,0,0,0,10,0,10,15/08/2017,Deferida,11/12/2017,3416,10,168,2,1,2,10,5,11,9,96,,,,100,13,1,92,31,,96,,88,46
